id,Title,Abstract,Author,Link,Publish Date,Update Date,Primary Category,Category,Publish Year,Category_New
cs/9809023v2,Similarity-Based Queries for Time Series Data,"we study a set of linear transformations on the fourier series representation of a sequence that can be used as the basis for similarity queries on time-series data. we show that our set of transformations is rich enough to formulate operations such as moving average and time warping. we present a query processing algorithm that uses the underlying r-tree index of a multidimensional data set to answer similarity queries efficiently. our experiments show that the performance of this algorithm is competitive to that of processing ordinary (exact match) queries using the index, and much faster than sequential scanning. we relate our transformations to the general framework for similarity queries of jagadish et al.",Davood Rafiei,http://arxiv.org/pdf/cs/9809023v2,1998-09-17T14:41:07Z,1998-09-18T19:04:42Z,cs.DB,"['cs.DB', 'H.2.2']",1998,cs
cs/9809075v1,On Source Rules for ABR Service on ATM Networks with Satellite Links,"during the design of abr traffic management at the atm forum, we performed several analyses to ensure that the abr service will operate efficiently over satellite links. in the cases where the performance was unacceptable, we suggested modifications to the traffic management specifications. this paper describes one such issue related to the count of missing resource management cells (crm) parameter of the abr source behavior. the analysis presented here led to the changes which are now part of the atm traffic management (tm 4.0) specification. in particular, the size of the transient buffer exposure (tbe) parameter was set to 24 bits, and no size was enforced for the crm parameter. this simple change improved the throughput over oc-3 satellite links from 45 mbps to 140 mbps.",Sonia Fahmy,http://arxiv.org/pdf/cs/9809075v1,1998-09-24T03:22:24Z,1998-09-24T03:22:24Z,cs.NI,"['cs.NI', 'C.2.1']",1998,cs
cs/9809079v1,Potential Networking Applications of Global Positioning Systems (GPS),"the main goal of this study was to survey current applications of gps to distributed systems and networks. detailed lists of gps products, current applications, addresses of manufacturers, and sources for further information are included in this report.",G. Dommety,http://arxiv.org/pdf/cs/9809079v1,1998-09-24T03:37:47Z,1998-09-24T03:37:47Z,cs.NI,"['cs.NI', 'C.2.1']",1998,cs
cs/9809114v1,The descriptive complexity approach to LOGCFL,"building upon the known generalized-quantifier-based first-order characterization of logcfl, we lay the groundwork for a deeper investigation. specifically, we examine subclasses of logcfl arising from varying the arity and nesting of groupoidal quantifiers. our work extends the elaborate theory relating monoidal quantifiers to nc1 and its subclasses. in the absence of the bit predicate, we resolve the main issues: we show in particular that no single outermost unary groupoidal quantifier with fo can capture all the context-free languages, and we obtain the surprising result that a variant of greibach's ``hardest context-free language'' is logcfl-complete under quantifier-free bit-free projections. we then prove that fo with unary groupoidal quantifiers is strictly more expressive with the bit predicate than without. considering a particular groupoidal quantifier, we prove that first-order logic with majority of pairs is strictly more expressive than first-order with majority of individuals. as a technical tool of independent interest, we define the notion of an aperiodic nondeterministic finite automaton and prove that fo translations are precisely the mappings computed by single-valued aperiodic nondeterministic finite transducers.",Clemens Lautemann,http://arxiv.org/pdf/cs/9809114v1,1998-09-28T07:57:32Z,1998-09-28T07:57:32Z,cs.CC,"['cs.CC', 'F.1.3']",1998,cs
cs/9809087v1,A Comparison of Hashing Schemes for Address Lookup in Computer Networks,"using a trace of address references, we compared the efficiency of several different hashing functions, such as cyclic redundancy checking (crc) polynomials, fletcher checksum, folding of address octets using the exclusive-or operation and bit extraction from the address. guidelines are provided for determining the size of the hashmark required to achieve a specified level of performance.",R. Jain,http://arxiv.org/pdf/cs/9809087v1,1998-09-24T04:46:53Z,1998-09-24T04:46:53Z,cs.NI,"['cs.NI', 'C.2.1']",1998,cs
cs/9809070v1,"Use-it or Lose-it Policies for the Available Bit Rate (ABR) Service in
  ATM Networks","the available bit rate (abr) service has been developed to support 21st century data applications over asynchronous transfer mode (atm). the abr service uses a closed-loop rate-based traffic management framework where the network divides left-over bandwidth among contending sources. the atm forum traffic management group also incorporated open-loop control capabilities to make the abr service robust to temporary network failures and source inactivity. an important problem addressed was whether rate allocations of sources should be taken away if sources do not use them. the proposed solutions, popularly known as the use-it-or-lose-it (uili) policies, have had significant impact on the abr service capabilities. in this paper we discuss the design, development, and the final shape of these policies and their impact on the abr service. we compare the various alternatives through a performance evaluation.",Shivkumar Kalyanaraman,http://arxiv.org/pdf/cs/9809070v1,1998-09-24T03:09:09Z,1998-09-24T03:09:09Z,cs.NI,"['cs.NI', 'C.2.1']",1998,cs
cs/9811020v1,Digitizing Legacy Documents: A Knowledge-Base Preservation Project,"this paper addresses the issue of making legacy information (that material held in paper format only) electronically searchable and retrievable. we used proprietary software and commercial hardware to create a process for scanning, cataloging, archiving and electronically disseminating full-text documents. this process is relatively easy to implement and reasonably affordable.",Elizabeth Anderson,http://arxiv.org/pdf/cs/9811020v1,1998-11-11T22:12:18Z,1998-11-11T22:12:18Z,cs.DL,"['cs.DL', 'H.3.7']",1998,cs
cs/9809086v1,FDDI: Current Issues and Future Trends,"key issues in upcoming fddi standards including low-cost fiber, twisted-pair, sonet mapping, and fddi follow-on lan are discussed after a brief introduction to fddi and fddi-ii",R. Jain,http://arxiv.org/pdf/cs/9809086v1,1998-09-24T04:44:01Z,1998-09-24T04:44:01Z,cs.NI,"['cs.NI', 'C.2.1']",1998,cs
cs/9809115v1,A Generalized Quantifier Concept in Computational Complexity Theory,"a notion of generalized quantifier in computational complexity theory is explored and used to give a unified treatment of leaf language definability, oracle separations, type 2 operators, and circuits with monoidal gates. relations to lindstroem quantifiers are pointed out.",Heribert Vollmer,http://arxiv.org/pdf/cs/9809115v1,1998-09-28T08:20:25Z,1998-09-28T08:20:25Z,cs.CC,"['cs.CC', 'F.1.3']",1998,cs
cs/9803103v1,Tractability of Theory Patching,"in this paper we consider the problem of `theory patching', in which we are given a domain theory, some of whose components are indicated to be possibly flawed, and a set of labeled training examples for the domain concept. the theory patching problem is to revise only the indicated components of the theory, such that the resulting theory correctly classifies all the training examples. theory patching is thus a type of theory revision in which revisions are made to individual components of the theory. our concern in this paper is to determine for which classes of logical domain theories the theory patching problem is tractable. we consider both propositional and first-order domain theories, and show that the theory patching problem is equivalent to that of determining what information contained in a theory is `stable' regardless of what revisions might be performed to the theory. we show that determining stability is tractable if the input theory satisfies two conditions: that revisions to each theory component have monotonic effects on the classification of examples, and that theory components act independently in the classification of examples in the theory. we also show how the concepts introduced can be used to determine the soundness and completeness of particular theory patching algorithms.",S. Argamon-Engelson,http://arxiv.org/pdf/cs/9803103v1,1998-03-01T00:00:00Z,1998-03-01T00:00:00Z,cs.AI,['cs.AI'],1998,cs
